,_Casualty Count,_Casualty Severity,Collision Location,Latitude,Longitude
21,1.0,Slight,"On Stanhope Gate, Near The Junction With South Audley Street.",51.50676347743883,-0.1506478591957528
22,1.0,Slight,"On Blackfen Road, Near The Junction With Wellington Avenue.",51.45056258570362,0.1031083421399051
23,1.0,Slight,"On South Park Drive, Near The Junction With Staines Road .",51.55249543814644,0.0935983271594137
24,1.0,Slight,"On High Street, Near The Junction With Clayhall Avenue.",51.59016483693794,0.0820336141832871
25,1.0,Slight,"On Blackheath Hill, Near The Junction With Lewisham Road .",51.4729708218327,-0.0154217315622262
26,1.0,Serious,"On Neasden Lane, Nw10, Near The Junction With Prout Grove, Nw10.",51.55568246715344,-0.2503197345515159
27,1.0,Slight,"On Green Lane, Near The Junction With Esso Tesco Express Entrance.",51.55976616381604,0.0933407429195769
28,1.0,Slight,"On Willow Road, 25 Metres North Of The Junction With Tenniswood Road. (Pin Drop Is South Of Junction)",51.65997479823247,-0.0717476029860911
29,1.0,Slight,"On Church Hill Wood, Near The Junction With Poverest Road.",51.39059352814335,0.0968210373836215
30,1.0,Serious,"On Leytonstone Road, Near The Junction With Forest Lane, E15.",51.54644241670359,0.0061628485001295
31,2.0,Slight,"On Newham Way, Near The Junction With Beckton Road.",51.51725638608026,0.0185009029497342
32,1.0,Serious,"On Meridian Way, 50 Metres South Of The Junction With Lea Valley Road.",51.64405068020746,-0.0333405845101794
33,1.0,Serious,"On Colindale Avenue, 30 Metres West Of The Junction With Pasteur Close.",51.59528484535191,-0.2497367579912241
34,4.0,Slight,"On Well Hall Road, 50 Metres South Of The Junction With Shooters Hill.",51.47012531748371,0.0547494282084852
35,1.0,Slight,"On Loampit Vale, Near The Junction With Thurston Road.",51.46452284807594,-0.0146653329330104
36,1.0,Slight,"On Kings Avenue, Near The Junction With Clapham Park Road.",51.4597572356245,-0.1289692802975383
37,1.0,Slight,"On North Hyde Lane, Near The Junction With Thorncliffe Road.",51.49209128178882,-0.3813925965627879
38,1.0,Slight,"On Marylebone Road, Near The Junction With Seymour Place .",51.52077839216067,-0.1646819333715507
39,1.0,Slight,"On Buckingham Gate, Near The Junction With Petty France.",51.49872015552169,-0.1378915008011011
40,1.0,Serious,"On Spur Road, 40 Metres North Of The Junction With West Green Road.",51.58689013041732,-0.086940576345203
41,1.0,Slight,"On Botwell Lane, Near The Junction With Central Ave.",51.50811790082836,-0.4198181245528229
42,1.0,Serious,"On Saint George'S Road, Near The Junction With Elephant And Castle.",51.49505758033039,-0.1012758012492966
43,1.0,Slight,"On Uxbridge Road, Near The Junction With Church Road.",51.52129682575842,-0.4175458545510324
44,1.0,Slight,"On Brampton Road, 100 Metres North Of The Junction With Chestnut Drive.",51.462328689281605,0.1278353634152223
45,1.0,Slight,"On Brentfield Rd, Near The Junction With Hillside.",51.54111486111665,-0.2599923556829029
46,1.0,Slight,"On Twickenham Road, 87 Metres South Of The Junction With Worton Road.",51.46692574121828,-0.3297339488484853
47,1.0,Slight,"On High View, Near The Junction With W End Lane.",51.59448694207213,-0.3886844504367924
48,1.0,Slight,"On Tower Bridge Road, 15 Metres South Of The Junction With Abbey Street.",51.4981125027026,-0.0795810379894925
49,2.0,Slight,"On Robin Hood Way, Near The Junction With Coombe Lane Flyover , Sw20  0Ap .",51.416939826876245,-0.2504163855691815
50,1.0,Slight,"On Horn Lane, Near The Junction With Grafton Road .",51.51406967693197,-0.2693676818211791
51,1.0,Slight,"On Bridge Lane, Near The Junction With Finchley Road.",51.5822774280396,-0.1995020389240001
52,1.0,Slight,"On Pensford Avenue, 101 Metres South Of The Junction With Nylands Avenue.",51.47375316624359,-0.2831908873037619
53,1.0,Serious,"On Eltham High Street, 21 Metres East Of The Junction With Passey Place.",51.45057198293763,0.0559438887539715
54,1.0,Slight,"On High Street, Near The Junction With St Edwards Way .",51.576651448710535,0.17750841855222
55,1.0,Slight,"On Tooting High Street, Near The Junction With Ivy Road.",51.42706324991853,-0.169029145453389
56,1.0,Slight,"On Station Road, 30 Metres East Of The Junction With Kings Road.",51.63055350031394,0.001216626863258
57,1.0,Slight,"On East Acton Lane, Near The Junction With No Name W37Hb.",51.510920022872085,-0.2570646851448191
58,1.0,Slight,"On Bushwood Road, Near The Junction With Blake Hall Road.",51.570208989910746,0.0182771246303427
59,1.0,Serious,"On Delancey Street, Near The Junction With Albert Street.",51.53642773423297,-0.143692394058555
60,1.0,Slight,"On Bowes Road, Near The Junction With Powys Lane.",51.61302217037007,-0.1214601940439169
61,1.0,Slight,"On Knightsbridge , Near The Junction With Sloane Street .",51.50183202203301,-0.1601409278845922
62,1.0,Serious,"On Mare Street, 35 Metres South Of The Junction With Bocking Street.",51.537038050203485,-0.0569911655955045
63,1.0,Slight,"On Weigall Road, 10 Metres West Of The Junction With Kidbrooke Park Road.",51.45942898211571,0.0260395636441359
64,1.0,Serious,"On Croydon Road, Near The Junction With Elmers Ends Road.",51.408629289997805,-0.0595494699717113
65,2.0,Fatal,"On Garratt Lane, Near The Junction With Furmage Street.",51.44967840594581,-0.1897988075883197
66,1.0,Slight,"On London Road, Near The Junction With Highland Road.",51.412081322079416,0.0088316676889271
67,1.0,Slight,"On Clay Hill, Near The Junction With Clay Hill.",51.66738228708767,-0.0732551627271191
68,1.0,Slight,"On Piccadilly, 100 Metres North Of The Junction With Duke Street St James'S Sw1.",51.50733389877989,-0.1417913349559119
69,1.0,Slight,"On Hillcrest Road, 50 Metres East Of The Junction With None.",51.424257560399255,0.0151193275395439
70,1.0,Slight,"On Beaumont Place, 25 Metres North Of The Junction With Tottenham Court Road.",51.52473685478926,-0.1368447299755046
71,1.0,Slight,"On Connaught Gardens, 75 Metres South Of The Junction With Hedge Lane.",51.61912233132293,-0.0954372757198648
72,1.0,Serious,"On High Street, Near The Junction With Watermans Centre Car Park.",51.48615466754358,-0.2980645831534106
73,1.0,Fatal,"On The Broadway, Near The Junction With Woodlands Road.",51.51261800829708,-0.3870782734005452
74,1.0,Slight,"On High Road, Near The Junction With Mill Lane .",51.57183914341669,0.1364815001478979
75,1.0,Slight,"On New Warren Lane, 30 Metres South Of The Junction With Beresford Street.",51.49263262606078,0.0676318717440075
76,2.0,Slight,"Location Uncertain  Great West Road, 200 Metres West Of The Junction With Penwerris Avenue.",51.480237096858005,-0.3553716200120859
77,1.0,Slight,"On Leamouth Road , Near The Junction With East India Dock Road .",51.51054067574788,0.0005499855406785
78,1.0,Serious,"On Brompton Road, 2 Metres North Of The Junction With Pelham Street .",51.493705832985256,-0.1689531645384321
79,1.0,Slight,"On Bessborough Road, Ha1, 5 Metres South Of The Junction With Roxborough Road.",51.57650881354664,-0.3426338831071148
80,1.0,Slight,"On Forest Hill Road, Near The Junction With Mundania Road .",51.45203222167698,-0.0597965831683997
81,3.0,Slight,"On Plumstead   Road , Near The Junction With Burrage Road .",51.490947124366,0.0729432266615567
82,1.0,Serious,"On Kensington Church Street, 20 Metres South Of The Junction With Holland  Street.",51.50290487298669,-0.1915375164064276
83,1.0,Slight,"On Shaftesbury Avenue, Near The Junction With Rupert Street.",51.51115746551607,-0.1334068562870417
84,1.0,Slight,"On Clapham Common South Side, Near The Junction With Rookery Road.",51.45953461545998,-0.1415453150317163
85,1.0,Slight,"On Western Road, 0 Metres South Of The Junction With Western Road.",51.40885939496221,-0.1705760319803055
86,1.0,Serious,"On Ruislip Road, Near The Junction With Lady Margaret Road.",51.53253813934656,-0.371625009761272
87,1.0,Slight,"On St Helier Avenue, Near The Junction With Middleton Road.",51.38976950737754,-0.188614023074355
88,1.0,Slight,"On Adelaide Road, Near The Junction With High Road Leyton.",51.55896932915765,-0.0075683966831245
89,1.0,Slight,"On Thornton Road, Near The Junction With Silverleigh Road.",51.39251927439893,-0.1166209429170896
90,1.0,Serious,"On Bethnal Green Road, 5 Metres East Of The Junction With Vallance Road.",51.52651289271885,-0.0643735617089309
91,2.0,Slight,"On Meridian Way, Near The Junction With Lea Valley Leisure Complex.",51.63237838937412,-0.0392498169252214
92,1.0,Slight,"On Cadogan Gardens, 39 Metres North Of The Junction With Symons Street.",51.49292105624491,-0.1596065789318922
93,1.0,Serious,"On Saint Margarets Road, Near The Junction With A3004.",51.45476742684566,-0.3189941625561126
94,1.0,Slight,"On City Road, 30 Metres North Of The Junction With Old Street.",51.52652678460269,-0.0876986309765012
95,1.0,Slight,"On Balham High Road, Near The Junction With Balham High Road .",51.44343666803756,-0.1528475365084032
96,1.0,Slight,"On Park Avenue, 50 Metres East Of The Junction With Village Road.",51.6407805125791,-0.0780539777942603
97,1.0,Slight,"On St Marks Rise, Near The Junction With St Marks Rise .",51.550363678894776,-0.0710781203856817
98,1.0,Slight,"Location Uncertain  Camberwell Church Street, 21 Metres North Of The Junction With Unknown At Ats",51.474106951072415,-0.092541224040761
99,1.0,Slight,"On Shaftesbury Avenue, 25 Metres North Of The Junction With Dyott Street.",51.51623367991356,-0.1263531634151418
100,1.0,Slight,"On Dorchester Road, Near The Junction With Buckland Way.",51.380553555490266,-0.2275186826266682
101,1.0,Slight,"On Westbury Road, Near The Junction With Somers Road.",51.58542227055391,-0.0233292726364422
102,1.0,Slight,"On Sydenham Road, Near The Junction With Newlands Park.",51.42641015482179,-0.053718447191091
103,1.0,Slight,"On Engineers Way, Near The Junction With Empire Way.",51.55851290679465,-0.2848915121771537
104,1.0,Slight,"On Goresbrook Road, 21 Metres East Of The Junction With Dagenham Avenue.",51.533996657170434,0.136525720093513
105,1.0,Slight,"On Field End Road, Near The Junction With Abbotsbury Garden.",51.57961846724493,-0.3995296723443288
106,1.0,Slight,"On Plough Lane, 50 Metres North Of The Junction With Waterside Way.",51.429670776097225,-0.1863603023867955
107,1.0,Slight,"On Whalebone Lane South, Near The Junction With High Road.",51.5719673279963,0.1422744105087698
108,1.0,Slight,"On Mitcham Road, Near The Junction With Renmuir Street .",51.420752614241415,-0.1611262720593707
109,2.0,Serious,"On Park View Road, 15 Metres North Of The Junction With Horseshoe Drive.",51.52011605083566,-0.4557975126009536
110,1.0,Slight,"On Kenton Road, Near The Junction With Peterborough Road.",51.57727824327393,-0.3328354651585242
111,1.0,Serious,"On Pentonville Road, Near The Junction With Caledonian Road.",51.53089635520455,-0.121036632350065
112,1.0,Slight,"On Silver Street, Near The Junction With Lopen Road.",51.61633734147302,-0.0773967660698422
113,1.0,Slight,"On Straight Road, 21 Metres North Of The Junction With Unknown.",51.59657694059282,0.2122633846761067
114,1.0,Slight,"On William Barefoot Drive Se9, 50 Metres North Of The Junction With Partridge Green Se9.",51.43160397544599,0.0581133857068156
115,1.0,Slight,"On Bexley Close, Near The Junction With Bexley Lane.",51.45287059679708,0.1752253478476547
116,1.0,Slight,"On Kenninghall Road, Near The Junction With Muir Road.",51.5583826844149,-0.0611163943439149
117,1.0,Serious,"On Clifton Road, Near The Junction With White Horse Lane.",51.39819407857758,-0.0899793478296751
118,3.0,Slight,"On Wood Street E17, Near The Junction With Forest Road E17.",51.59166738946325,-0.0049829157047644
119,1.0,Slight,"On Cunningham Avenue, Near The Junction With Princes Avenue.",51.67696605075584,-0.0324500172862578
120,1.0,Serious,"On Burdett Road, Near The Junction With Agnes Street.",51.51569995212104,-0.0290445575564726
121,1.0,Slight,"On Croydon Road, Near The Junction With Oakley Road.",51.36726367260654,0.0388636356108826
122,1.0,Slight,"On Victoria Road, Near The Junction With Victoria Road.",51.52264919161686,-0.2621233505961357
123,1.0,Slight,"On Wimbledon Bridge, 5 Metres North Of The Junction With Hartfield Road.",51.42087296416583,-0.2066144411954838
124,1.0,Slight,"On London Road, Near The Junction With Chatfield Road .",51.38164584058141,-0.1059444310670941
125,1.0,Slight,"On Tunnel Road West, Near The Junction With Heathrow Interchange. (Location Uncertain)",51.49404643385423,-0.453653401745225
126,1.0,Slight,"On Station Road, Near The Junction With River Park Road.",51.59669864627922,-0.1129076290159299
127,1.0,Slight,"On King'S Road, Near The Junction With Thorndike Close, Sw10.",51.48077364596856,-0.1845065680954282
128,2.0,Slight,"On Rochester Way, 100 Metres South Of The Junction With Westhorne Avenue .",51.45645157664475,0.0436992711738356
129,1.0,Slight,"On Porchester Road, Near The Junction With Bishops Bridge Road.",51.516196259638114,-0.1874943819117188
130,1.0,Serious,"On Lee High Road, Near The Junction With Lenham Road.",51.45855566407649,0.0067546540398921
131,1.0,Slight,"On Shooters Hill Road, 5 Metres East Of The Junction With Hervey Road.",51.4752997286441,0.0308036623216141
132,1.0,Slight,"On New Road, Near The Junction With Ballards Road.",51.529469107750096,0.1544512262271434
133,2.0,Slight,"On Dawley Road, 60 Metres North Of The Junction With Bolingbroke Way.",51.51327636624138,-0.4350167776828803
134,1.0,Slight,"On Northlands Avenue, 50 Metres East Of The Junction With Harley Gardens.",51.36245830925893,0.0850204440559896
135,1.0,Slight,"On Holloway Road, N7, Near The Junction With Parkhurst Road, N7.",51.557795629376535,-0.1195242644891963
136,1.0,Slight,"On Lewisham High Street, Near The Junction With Albacore Crescent .",51.45190662895999,-0.0168247395264583
137,2.0,Slight,"On Stafford Road, Near The Junction With Lavender Vale.",51.35942552843027,-0.1402280671027861
138,1.0,Slight,"On Rochester Way, Near The Junction With Kingsholm Gardens.",51.46047115139644,0.0447425854676755
139,1.0,Slight,"On Brompton Road, Near The Junction With Drycott Avenue.",51.49372313236864,-0.1689092538791576
140,1.0,Serious,"On Blackfriars Road, Near The Junction With Webber Street.",51.5009139826234,-0.1047497180891246
141,1.0,Serious,"On Canal Way, 10 Metres West Of The Junction With Ladbroke Grove.",51.52578869832863,-0.2154839606521162
142,2.0,Slight,"On The Vale, Near The Junction With Claremont Road.",51.56269032161549,-0.214688941667675
143,1.0,Slight,"On Manor Road, Near The Junction With Heathland Road.",51.56664109500144,-0.0815573405547152
144,1.0,Fatal,"On Morning Lane , 150 Metres East Of The Junction With Mare Street.",51.54649782766092,-0.0531699913218666
145,1.0,Slight,"On Prestons Road, Near The Junction With Landons Close.",51.50452957311859,-0.0076673811244691
146,1.0,Slight,"On Carlton Road, Near The Junction With Park Crescent.",51.47781039638511,0.1634361216767841
147,1.0,Serious,"On Haydons Road, 100 Metres South Of The Junction With North Road Sw19.",51.42042908220675,-0.1871144893532663
148,2.0,Slight,"On Great Chertsey Road, Near The Junction With Apex Corner Roundabout .",51.4371351122358,-0.3771923077739554
149,1.0,Slight,"On Whitby Road, Near The Junction With Beverley Road.",51.56547995808494,-0.4019595100217521
150,1.0,Slight,"On Elephant And Castle, Near The Junction With Walworth Road.",51.49350689496703,-0.1004758838061376
151,1.0,Slight,"On Cheyne Walk, Near The Junction With Beaufort Road.",51.48218502733932,-0.1734760676347505
152,1.0,Slight,"On Bromley Road, Near The Junction With Newquay Road.",51.43662044939523,-0.017976105857997
153,1.0,Slight,"On Ewell Road, 2 Metres South Of The Junction With Langley Road.",51.38861429882412,-0.2974892655202288
154,1.0,Slight,"On London Road, Near The Junction With Garden Row.",51.49764912657938,-0.1036029163287538
155,1.0,Slight,"On Silvertown Way, Near The Junction With Nelson Street.",51.51273222360541,0.0101724351147891
156,1.0,Serious,"On Chamberlayne Road, Near The Junction With Station Terrace.",51.53348047737937,-0.2186579821630704
157,1.0,Slight,"On Burnt Ash Road, Near The Junction With Taunton Road .",51.456136226747766,0.0114994196613945
158,1.0,Slight,"On New Broadway, Near The Junction With The Broadway.",51.51308896149106,-0.3044253487644724
159,2.0,Serious,"On Station Road, Near The Junction With High Street.",51.61083507287916,-0.2791073623256952
160,1.0,Slight,"On Wood Lane, 56 Metres North Of The Junction With Oglethorpe Road.",51.55769431419962,0.1472732454583815
161,1.0,Slight,"On Watford Road, Near The Junction With Pebworth Road.",51.56915599083794,-0.3219498180376217
162,1.0,Slight,"On Uxbridge Road, Near The Junction With Wormholt Road.",51.50660726784663,-0.2404419020898464
163,1.0,Slight,"On Harrow Road, 100 Metres East Of The Junction With Elgin Avenue.",51.52370597447893,-0.1998239632538335
164,2.0,Slight,"On North Circular Road, Near The Junction With Finchley Road.",51.5896544227512,-0.1997156507210645
165,1.0,Slight,"On Shoot-Up Hill, Near The Junction With Minster Road.",51.55093835456732,-0.2082688945613963
166,1.0,Slight,"On Western Road, Near The Junction With Florence Road.",51.50057415601738,-0.3881518266270812
167,1.0,Slight,"On The Greenway, Near The Junction With Merryfields.",51.53721045128636,-0.4729977857429228
168,1.0,Slight,"On Queen Anne'S Grove, Near The Junction With Queen Anne'S Gardens.",51.64027752236397,-0.076991314461428
169,2.0,Serious,"On Alexandra Palace Way N22, 40 Metres North Of The Junction With Bedford Road N22.",51.59772002524812,-0.121080980854913
170,1.0,Slight,"Location Uncertain  Jamaica Road, Near The Junction With Bevington Street  / Possibly Wilson Grove",51.498051613178525,-0.0660262661710408
171,1.0,Slight,"On Sheepcote Road, Near The Junction With Gayton Road .",51.57987391339455,-0.3281941528258396
172,1.0,Serious,"On The Vale, Near The Junction With Hendon Way.",51.56686207327116,-0.2063876512687068
173,1.0,Fatal,"On Westminster Bridge Road, Near The Junction With Waterloo Road.",51.49871291505296,-0.1059936296510609
174,1.0,Slight,"Location Uncertain - On Brixton Road London Sw9, Near The Junction With Unknown.",51.46389728453353,-0.1145905947352987
175,4.0,Slight,"On Mandeville Road, 25 Metres East Of The Junction With Eastcote Lane.",51.54641463317646,-0.3704374126810117
176,1.0,Serious,"On Essex Road, Near The Junction With Cross Street.",51.53858662849828,-0.0988157815837897
177,1.0,Slight,"On St Quentins Avenue, Near The Junction With Pangbourne Avenue.",51.5196299780778,-0.2214758517088599
178,1.0,Slight,"On The Mall, Near The Junction With Admiralty Arch  .",51.50716451780904,-0.1277483530339492
179,1.0,Slight,"On Lordship Lane, Near The Junction With South Circular Road.",51.443340085209854,-0.0676478925275507
180,1.0,Serious,"On Ballards Lane , Near The Junction With Nether Street.",51.60495841847929,-0.1873842985579193
181,1.0,Slight,"On Brudenell Road, Near The Junction With Ravenfield Road.",51.43365409809467,-0.1615146360451517
182,1.0,Slight,"On Frazer Road, Near The Junction With Bexley Road.",51.48073753406346,0.1758310957004264
183,1.0,Serious,"On Royal Docks Road, Near The Junction With Armada Way.",51.51535340162848,0.0719324606697537
184,1.0,Slight,"On Falloden Way, Near The Junction With Beaufort Drive.",51.58828441292588,-0.1942409426023847
185,1.0,Slight,"On Lady Margaret Road, Near The Junction With Brecknock Road.",51.555167401456615,-0.1362794779889771
186,1.0,Slight,"On Finchley Lane, Nw1, Near The Junction With Great North Way.",51.59126028844468,-0.2118222258705561
187,1.0,Slight,"On Advent Way, Near The Junction With Advent Way.",51.61133498053037,-0.0456596700662411
188,1.0,Slight,"On Hoe Lane, Near The Junction With Mapleton Crescent.",51.66643605045687,-0.0459210436090061
189,1.0,Slight,"On High Street North, 21 Metres North Of The Junction With Unknown.",51.548468771351125,0.0486570683830995
190,1.0,Slight,"On Royal Mint Street, Near The Junction With John Fisher Street.",51.51069962854247,-0.0695690799252356
191,1.0,Slight,"On Preston Road, Near The Junction With Elmstead Avenue.",51.57085044291185,-0.2947735288647614
192,1.0,Slight,"On Millbank, Near The Junction With Vauxhall Bridge .",51.49468883351974,-0.1247444656392403
193,1.0,Slight,"On Alba Gardens, Near The Junction With Golders Green Road .",51.57850489172947,-0.2074158616178284
194,1.0,Slight,"On High Street North, Near The Junction With Sibley Grove.",51.539496928936536,0.051066146633332
195,1.0,Slight,"On Croydon Road, 0 Metres North Of The Junction With Gowland Place.",51.40469801639093,-0.0378612804383645
196,1.0,Slight,"On North Circular Road, Near The Junction With Courtleigh Gardens.",51.58684009400418,-0.2091376103608747
197,2.0,Serious,"On Uxbridge Road, Near The Junction With West Drayton Road.",51.52643033589282,-0.4382706819341513
198,1.0,Slight,"On Upper Street, Near The Junction With Upper Street.",51.543163492778085,-0.1032399226699192
199,2.0,Slight,"On Bow Road, 10 Metres West Of The Junction With Campbell Road.",51.52781118458189,-0.0219907092313195
200,1.0,Slight,"On Fernlea Road, Near The Junction With Sandy Lane .",51.41058147080381,-0.1565158780940783
201,1.0,Slight,"On Bullsmoor Lane, Near The Junction With Langdale Gardens.",51.68071383667685,-0.0393177287310663
202,1.0,Slight,"On The Roundway, Near The Junction With Lordship Lane.",51.59822954626221,-0.0919076006981662
203,2.0,Slight,"On Heathway, 21 Metres South Of The Junction With Reede Road.",51.5419009857655,0.1478708428672916
204,2.0,Slight,"Location Uncertain Likely Charlton Way / Vanbrugh Park, 250 Metres West Of The Junction With Maze Hill, Se3.",51.47596480163179,0.012573262799873
205,2.0,Slight,"On Lea Court, 25 Metres South Of The Junction With Tymemoth Road.",51.58619828817159,-0.063945419465529
206,1.0,Slight,"On Garratt Lane, Near The Junction With Tooting High Street.",51.4281216940129,-0.168281961908186
207,1.0,Slight,"On High Street, Near The Junction With King Edwards Road.",51.57519708644223,-0.4256610744359057
208,4.0,Slight,"On Lewisham Way, Near The Junction With New Cross Road.",51.475436131328806,-0.0357919888394152
209,1.0,Serious,"On High Street, Near The Junction With Grove Park.",51.57725814520416,0.0266861090077225
210,1.0,Slight,"On Sidney Road, Near The Junction With Aytoun Road.",51.46896590913168,-0.1171892840152679
211,1.0,Slight,"On South End Road, Near The Junction With South End Green.",51.55454278601574,-0.165688885581107
212,1.0,Serious,"On Hornsey Road, 1 Metres West Of The Junction With Shelburne Road.",51.55703951857456,-0.1121982275478058
213,1.0,Slight,"On Petits Lane North, Near The Junction With Havering Road.",51.59649635965278,0.174717889170014
214,2.0,Slight,"On Beverley Road, Near The Junction With Maxey Road.",51.55134380464296,0.1399782012326917
215,1.0,Slight,"On Mitcham Lane, Near The Junction With Thrale Rd.",51.42427052243636,-0.1418543558324179
216,1.0,Fatal,"On Edgware Road, Near The Junction With Cool Oak Lane .",51.57616857041441,-0.2384062556268772
217,1.0,Serious,"On Northborough Road, 53 Metres East Of The Junction With Bavant Road.",51.40683846454501,-0.1235238902349848
218,1.0,Serious,"On Waterloo Road, 120 Metres North Of The Junction With Oldchurch Road.",51.57250964696258,0.1797205025651759
219,3.0,Slight,"On Wandsworth Road , Near The Junction With Vauxhall Bridge.",51.486358906893344,-0.1240059752615037
220,2.0,Slight,"Location Uncertain Butcher Row /  White Horse Road, 30 Metres East Of The Junction With E1.",51.51320269253537,-0.0410136120389322
221,1.0,Serious,"On Lordship Lane, Near The Junction With Birkbeck Road.",51.59873200782345,-0.0709352430514565
222,1.0,Slight,"On Grays Inn Road, Near The Junction With Coley Street.",51.523532809350094,-0.1149537704637473
223,4.0,Slight,"On Bushey Road, Near The Junction With Bushey Court.",51.40681060873398,-0.2321974298853093
224,1.0,Slight,"On Stoke Newington High Street, 100 Metres South Of The Junction With Brooke Road.",51.56012381160504,-0.0740122100818549
225,1.0,Slight,"On Gunnersbury Avenue, 100 Metres North Of The Junction With Evelyn Grove.",51.50746571968695,-0.2912040427776374
226,2.0,Slight,"On Peckham Road, Near The Junction With Southampton Way.",51.47427663168522,-0.0770543112452274
227,1.0,Slight,"On Charlotte Road , Near The Junction With Church Elm Lane.",51.540065581305086,0.1567399143660582
228,2.0,Slight,"On Plumstead Road , 30 Metres East Of The Junction With Arsenal Way.",51.49081969814527,0.0740466597057167
229,1.0,Slight,"On Devonshire Hill Lane, Near The Junction With Devonshire Hill Lane .",51.60702112502549,-0.0856467407330455
230,1.0,Slight,"On Kingsland Road, Near The Junction With Drysdale Street.",51.527987987712464,-0.0780646486580225
231,1.0,Slight,"On Mitcham Road, Near The Junction With Aurelia Road.",51.38801489458909,-0.1273410620290949
232,1.0,Slight,"On Plough Lane, Near The Junction With Greyhound Parade .",51.43068648560981,-0.1851692057511349
233,1.0,Slight,"On Hewitt Road, Near The Junction With Exton Gardens .",51.548431968443104,0.1255332343823119
234,1.0,Slight,"On Kingston Road, 50 Metres West Of The Junction With Mostyn Road.",51.41234786276919,-0.2071925187889219
235,1.0,Serious,"On Chipstead Valley Road, 10 Metres North Of The Junction With Linden Avenue.",51.318603710958136,-0.1513511469596327
236,1.0,Serious,"On Ravensbourne Park, Near The Junction With Catford Road .",51.44407059349703,-0.0262158525377628
237,1.0,Slight,"On Brigstock Road, Near The Junction With Nutfield Road.",51.39598108254934,-0.1076667777449462
238,1.0,Slight,"On Briardale Gardens, 100 Metres  Junction With Finchley Road.",51.56029369988449,-0.196157806417727
239,1.0,Slight,"On Warren Street, Near The Junction With Euston Road.",51.5246911051143,-0.1379277717405064
240,1.0,Slight,"On Ordnance Close, 50 Metres West Of The Junction With Elmwood Avenue.",51.44077312114089,-0.4130352877806467
241,1.0,Serious,"On Ripple Road, Near The Junction With Renwick Road.",51.53236189792818,0.1175752145362351
242,1.0,Serious,"On Eden Street, 50 Metres North Of The Junction With Clarence Street.",51.40996434663079,-0.3025774811832206
243,1.0,Slight,"On Swains Road, 74 Metres North Of The Junction With Pitcairn Road.",51.41759957723904,-0.161914378342424
244,1.0,Slight,"On Park Road, 20 Metres East Of The Junction With Rossmore Road.",51.52600789335349,-0.1621218478609506
245,1.0,Slight,"On Pembridge Road, 32 Metres South Of The Junction With Portobello Road .",51.510666986000416,-0.197484582890428
246,1.0,Slight,"On Chalk Farm Road, Near The Junction With Hartland Road.",51.54246516351167,-0.147326031839489
247,1.0,Slight,"On Silver Street, 5 Metres West Of The Junction With Warwick Road .",51.61595538779996,-0.0738450688269342
